campaign_id,headline,body_text,cta_text,unique_visitors,signatures,conversion_rate,traffic_source,cause_category,campaign_duration_days,launch_date,has_image,has_video
CAMP-2022-052,How Long Will We Let Councillor Park Destroy the community center?,"If we do nothing, rate hikes will devastate the community center within 10 days. The impact on local families would be severe. 3609 residents have already signed a community letter — but Governor Mills has not responded. The impact on local families would be severe. 3609 residents have already signed a community letter — but Governor Mills has not responded. Our children will inherit the consequences of this decision. Let's make sure they inherit affordable housing — not toxic dumping. Independent experts warn that the bypass road will cost the community an estimated $20M over the next decade. Our children will inherit the consequences of this decision. Let's make sure they inherit affordable housing — not toxic dumping.",We Have 5 Days. Sign Now.,12170,2207,18.14,email,civil_rights,43,2024-05-29,False,False
CAMP-2022-053,10409 Children Affected — And City Council Is Silent,"Planning Board has ignored our community for the last time. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. The impact on local families would be severe. 4732 residents have already signed a community letter — but Director Walsh has not responded. This is not the first time Mayor Chen has ignored our community. In 1988, a similar proposal was stopped by grassroots action — just like this. The impact on local families would be severe. 4732 residents have already signed a community letter — but Director Walsh has not responded.",Deadline: January 09. Sign Today.,1915,347,18.12,organic,transit,42,2025-08-12,True,False
CAMP-2022-054,38877 Children Affected — And Minister Davies Is Silent,"This petition addresses the impact of expand on the community center. Our children will inherit the consequences of this decision. Let's make sure they inherit our coastline — not the bypass road. The impact on local families would be severe. 2342 residents have already signed a community letter — but Governor Mills has not responded. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. The impact on local families would be severe. 2342 residents have already signed a community letter — but Governor Mills has not responded.",We Are 35590 Strong — Will You Join?,7626,412,5.4,social,civil_rights,49,2024-08-03,False,False
CAMP-2022-055,URGENT: Decision on air quality Is 11 Days Away,"If we do nothing, budget cuts will devastate the park within 28 days. This is not the first time Governor Mills has ignored our community. In 2009, a similar proposal was stopped by grassroots action — just like this. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. The impact on local families would be severe. 4992 residents have already signed a community letter — but Mayor Chen has not responded. Our children will inherit the consequences of this decision. Let's make sure they inherit the green belt — not school closures. We have 14 days before the final decision is made. Your signature today could change everything.",Sign to Tell Councillor Park: We Say No to deforestation,13505,1107,8.2,organic,education,15,2025-02-12,False,False
CAMP-2022-056,Tell Minister Davies to Stop toxic dumping Now,"This petition addresses the impact of expand on the park. This is not the first time Mayor Chen has ignored our community. In 1991, a similar proposal was stopped by grassroots action — just like this. This is not the first time Mayor Chen has ignored our community. In 1991, a similar proposal was stopped by grassroots action — just like this. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same.",Sign Before January 19 — Every Signature Counts,3767,332,8.82,social,housing,48,2026-03-11,False,False
CAMP-2022-057,Last Chance to Stop the new dam — Vote in 21 Days,"The proposed privatize plan would affect the green belt in the following ways. Our children will inherit the consequences of this decision. Let's make sure they inherit our coastline — not the new dam. Our children will inherit the consequences of this decision. Let's make sure they inherit our coastline — not the new dam. We have 42 days before the final decision is made. Your signature today could change everything. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same.",Add Your Name,2637,59,2.27,social,food_security,28,2025-06-23,True,False
CAMP-2022-058,Citizens Against the new dam,"Every signature sends a message: public schools is worth fighting for. This is not the first time Director Walsh has ignored our community. In 2002, a similar proposal was stopped by grassroots action — just like this. Independent experts warn that the new dam will cost the community an estimated $6M over the next decade. We have 43 days before the final decision is made. Your signature today could change everything. Our children will inherit the consequences of this decision. Let's make sure they inherit the green belt — not deforestation. The impact on local families would be severe. 4742 residents have already signed a community letter — but Planning Board has not responded.",Sign Now,12448,229,1.84,organic,housing,28,2026-02-11,True,False
CAMP-2022-059,Why Is the Planning Commission Ignoring transit?,"This petition addresses the impact of approve on the park. We have 29 days before the final decision is made. Your signature today could change everything. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. This is not the first time Councillor Park has ignored our community. In 2026, a similar proposal was stopped by grassroots action — just like this. Our children will inherit the consequences of this decision. Let's make sure they inherit the community center — not deforestation.",Join the Fight,3612,218,6.06,organic,healthcare,33,2024-09-05,False,False
CAMP-2023-060,Citizens Against budget cuts,"If we do nothing, deforestation will devastate affordable housing within 11 days. The impact on local families would be severe. 4507 residents have already signed a community letter — but Planning Board has not responded. We have 29 days before the final decision is made. Your signature today could change everything. This is not the first time Director Walsh has ignored our community. In 2021, a similar proposal was stopped by grassroots action — just like this. This is not the first time Director Walsh has ignored our community. In 2021, a similar proposal was stopped by grassroots action — just like this. We have 29 days before the final decision is made. Your signature today could change everything.",Demand Mayor Chen Reverse This Decision Now,9371,797,8.51,organic,housing,33,2025-07-16,False,False
CAMP-2023-061,Last Chance to Stop the new dam — Vote in 12 Days,"Despite 25534 letters and 25534 public comments, Minister Davies is pushing ahead anyway. This is not the first time Mayor Chen has ignored our community. In 1975, a similar proposal was stopped by grassroots action — just like this. Independent experts warn that budget cuts will cost the community an estimated $17M over the next decade. Independent experts warn that budget cuts will cost the community an estimated $17M over the next decade. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same.",Sign the Petition,10472,701,6.7,social,healthcare,50,2024-12-02,False,False
CAMP-2023-062,Support the green belt Conservation,This petition addresses the impact of expand on the green belt. Independent experts warn that deforestation will cost the community an estimated $10M over the next decade. Independent experts warn that deforestation will cost the community an estimated $10M over the next decade. Independent experts warn that deforestation will cost the community an estimated $10M over the next decade. The impact on local families would be severe. 510 residents have already signed a community letter — but Councillor Park has not responded. Independent experts warn that deforestation will cost the community an estimated $10M over the next decade.,We Have 26 Days. Sign Now.,10910,2237,20.51,email,food_security,14,2025-02-08,True,False
CAMP-2023-063,A Petition for healthcare access Reform,"This petition addresses the impact of cut on the urban forest. This is not the first time Senator Torres has ignored our community. In 2006, a similar proposal was stopped by grassroots action — just like this. We have 43 days before the final decision is made. Your signature today could change everything. This is not the first time Senator Torres has ignored our community. In 2006, a similar proposal was stopped by grassroots action — just like this. We have 43 days before the final decision is made. Your signature today could change everything. Independent experts warn that rezoning will cost the community an estimated $9M over the next decade.",We Are 37603 Strong — Will You Join?,14316,1389,9.71,email,housing,60,2026-03-11,False,True
CAMP-2023-064,How Long Will We Let Senator Torres Destroy the community center?,"Communities like ours have won before. With your signature, we can win again. The impact on local families would be severe. 4429 residents have already signed a community letter — but City Council has not responded. This is not the first time Councillor Park has ignored our community. In 2000, a similar proposal was stopped by grassroots action — just like this. Independent experts warn that school closures will cost the community an estimated $17M over the next decade. Our children will inherit the consequences of this decision. Let's make sure they inherit public schools — not budget cuts. We have 24 days before the final decision is made. Your signature today could change everything.",We Have 13 Days. Sign Now.,5531,245,4.44,social,education,33,2025-09-13,False,False
CAMP-2023-065,Citizens Against budget cuts,"Despite 41455 letters and 41455 public comments, Councillor Park is pushing ahead anyway. The impact on local families would be severe. 525 residents have already signed a community letter — but Mayor Chen has not responded. Independent experts warn that the bypass road will cost the community an estimated $9M over the next decade. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. This is not the first time Councillor Park has ignored our community. In 2013, a similar proposal was stopped by grassroots action — just like this. Our children will inherit the consequences of this decision. Let's make sure they inherit public schools — not the bypass road.",Add Your Name,730,54,7.5,email,environment,27,2025-07-21,True,False
CAMP-2023-066,A Petition for climate policy Reform,"Director Walsh has ignored our community for the last time. Our children will inherit the consequences of this decision. Let's make sure they inherit the community center — not school closures. Our children will inherit the consequences of this decision. Let's make sure they inherit the community center — not school closures. The impact on local families would be severe. 1124 residents have already signed a community letter — but Minister Davies has not responded. This is not the first time Councillor Park has ignored our community. In 1977, a similar proposal was stopped by grassroots action — just like this. Our children will inherit the consequences of this decision. Let's make sure they inherit the community center — not school closures.",Sign Now,823,6,0.79,social,environment,10,2025-10-11,True,False
CAMP-2023-067,Save Our the community center,"Despite 36022 letters and 36022 public comments, Minister Davies is pushing ahead anyway. Independent experts warn that rezoning will cost the community an estimated $1M over the next decade. The impact on local families would be severe. 3987 residents have already signed a community letter — but Director Walsh has not responded. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. The impact on local families would be severe. 3987 residents have already signed a community letter — but Director Walsh has not responded. Our children will inherit the consequences of this decision. Let's make sure they inherit the community center — not the bypass road.",Sign the Petition,13823,1701,12.31,email,transit,18,2025-09-04,False,False
CAMP-2023-068,Final Call: Protect the urban forest Before January 30,"Despite 45724 letters and 45724 public comments, Planning Board is pushing ahead anyway. We have 35 days before the final decision is made. Your signature today could change everything. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. The impact on local families would be severe. 1355 residents have already signed a community letter — but Governor Mills has not responded. Our children will inherit the consequences of this decision. Let's make sure they inherit public schools — not rate hikes. Our children will inherit the consequences of this decision. Let's make sure they inherit public schools — not rate hikes.",Join 22560 Neighbors Standing Up,6042,626,10.37,organic,education,40,2026-02-22,True,False
CAMP-2023-069,Only 29 Days Left to Stop rate hikes,"Our the green belt is under immediate threat — and most people don't even know it yet. This is not the first time Mayor Chen has ignored our community. In 1980, a similar proposal was stopped by grassroots action — just like this. The impact on local families would be severe. 4133 residents have already signed a community letter — but City Council has not responded. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same.",Sign to Tell City Council: We Say No to the bypass road,10945,1530,13.98,social,housing,26,2024-06-23,True,True
CAMP-2023-070,Last Chance to Stop the bypass road — Vote in 13 Days,"Together, we can stop toxic dumping and protect the park for future generations. This is not the first time Minister Davies has ignored our community. In 2013, a similar proposal was stopped by grassroots action — just like this. The impact on local families would be severe. 1586 residents have already signed a community letter — but Governor Mills has not responded. Our children will inherit the consequences of this decision. Let's make sure they inherit our coastline — not deforestation. Our children will inherit the consequences of this decision. Let's make sure they inherit our coastline — not deforestation. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same.",Add Your Voice to 23374 Others,12562,1710,13.62,social,healthcare,10,2025-02-16,True,False
CAMP-2023-071,43191 Children Affected — And City Council Is Silent,"Our the green belt is under immediate threat — and most people don't even know it yet. This is not the first time City Council has ignored our community. In 2000, a similar proposal was stopped by grassroots action — just like this. The impact on local families would be severe. 1506 residents have already signed a community letter — but Director Walsh has not responded. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. The impact on local families would be severe. 1506 residents have already signed a community letter — but Director Walsh has not responded. The impact on local families would be severe. 1506 residents have already signed a community letter — but Director Walsh has not responded.",Join the Fight,5195,588,11.33,email,transit,50,2024-06-06,True,False
CAMP-2023-072,Tell Senator Torres to Stop rezoning Now,"This petition addresses the impact of privatize on the park. This is not the first time Governor Mills has ignored our community. In 2008, a similar proposal was stopped by grassroots action — just like this. We have 16 days before the final decision is made. Your signature today could change everything. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. We have 16 days before the final decision is made. Your signature today could change everything.",We Are 27400 Strong — Will You Join?,3036,720,23.73,email,transit,9,2025-12-04,False,False
CAMP-2023-073,Stop Mayor Chen's Plan to build Our the park,"This is not about policy — it's about City Council choosing corporate interests over our families. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. We have 29 days before the final decision is made. Your signature today could change everything. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. This is not the first time Senator Torres has ignored our community. In 2011, a similar proposal was stopped by grassroots action — just like this.",Take Action,13170,1751,13.3,email,housing,41,2025-03-07,True,False
CAMP-2023-074,Only 29 Days Left to Stop rezoning,"This petition addresses the impact of expand on the urban forest. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. The impact on local families would be severe. 3240 residents have already signed a community letter — but Governor Mills has not responded. We have 9 days before the final decision is made. Your signature today could change everything. Our children will inherit the consequences of this decision. Let's make sure they inherit the community center — not school closures. We have 9 days before the final decision is made. Your signature today could change everything.",Join 4900 Neighbors Standing Up,2734,636,23.28,email,environment,54,2025-09-12,True,False
CAMP-2023-075,How Long Will We Let Senator Torres Destroy affordable housing?,"Right now, Minister Davies is moving forward with a plan that will destroy public schools forever. Our children will inherit the consequences of this decision. Let's make sure they inherit our coastline — not toxic dumping. Our children will inherit the consequences of this decision. Let's make sure they inherit our coastline — not toxic dumping. Independent experts warn that rezoning will cost the community an estimated $19M over the next decade. The impact on local families would be severe. 2103 residents have already signed a community letter — but Governor Mills has not responded.",Join the Fight,7883,1751,22.22,email,housing,28,2025-06-27,True,False
CAMP-2023-076,20626 Children Affected — And Councillor Park Is Silent,"The proposed approve plan would affect affordable housing in the following ways. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. We have 42 days before the final decision is made. Your signature today could change everything. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. This is not the first time Planning Board has ignored our community. In 1991, a similar proposal was stopped by grassroots action — just like this.",We Are 30433 Strong — Will You Join?,1983,95,4.81,organic,transit,32,2024-12-02,False,False
CAMP-2023-077,Should Minister Davies Be Allowed to defund Our public schools?,"Right now, Planning Board is moving forward with a plan that will destroy the park forever. Independent experts warn that rate hikes will cost the community an estimated $13M over the next decade. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. This is not the first time Governor Mills has ignored our community. In 1992, a similar proposal was stopped by grassroots action — just like this. We have 28 days before the final decision is made. Your signature today could change everything.",Add Your Voice to 17424 Others,10399,1196,11.51,organic,food_security,7,2025-08-03,True,False
CAMP-2023-078,9946 Families Will Lose Their Homes. We Must Act.,"Together, we can stop toxic dumping and protect public schools for future generations. This is not the first time Minister Davies has ignored our community. In 2001, a similar proposal was stopped by grassroots action — just like this. Independent experts warn that the new dam will cost the community an estimated $10M over the next decade. Independent experts warn that the new dam will cost the community an estimated $10M over the next decade. This is not the first time Minister Davies has ignored our community. In 2001, a similar proposal was stopped by grassroots action — just like this. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same.",Sign the Petition,7929,804,10.14,social,healthcare,45,2025-01-28,True,False
CAMP-2023-079,34356 Families Will Lose Their Homes. We Must Act.,"The proposed privatize plan would affect our coastline in the following ways. We have 21 days before the final decision is made. Your signature today could change everything. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. This is not the first time City Council has ignored our community. In 1983, a similar proposal was stopped by grassroots action — just like this. We have 21 days before the final decision is made. Your signature today could change everything.",Deadline: January 09. Sign Today.,3865,88,2.3,social,housing,51,2024-07-03,True,False
CAMP-2023-080,Save Our public schools,"Despite 6671 letters and 6671 public comments, Planning Board is pushing ahead anyway. This is not the first time Mayor Chen has ignored our community. In 2014, a similar proposal was stopped by grassroots action — just like this. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. This is not the first time Mayor Chen has ignored our community. In 2014, a similar proposal was stopped by grassroots action — just like this. The impact on local families would be severe. 2822 residents have already signed a community letter — but Mayor Chen has not responded. The impact on local families would be severe. 2822 residents have already signed a community letter — but Mayor Chen has not responded.",We Are 36740 Strong — Will You Join?,11250,554,4.93,social,civil_rights,40,2024-06-16,True,False
CAMP-2023-081,Mayor Chen Must Resign After the corruption inquiry,"This is not about policy — it's about Minister Davies choosing corporate interests over our families. This is not the first time Mayor Chen has ignored our community. In 2007, a similar proposal was stopped by grassroots action — just like this. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. The impact on local families would be severe. 1903 residents have already signed a community letter — but Minister Davies has not responded. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. The impact on local families would be severe. 1903 residents have already signed a community letter — but Minister Davies has not responded.",Sign to Tell Councillor Park: We Say No to the new dam,9919,1978,19.94,organic,transit,23,2026-02-10,True,True
CAMP-2023-082,Save Our our coastline,"Despite 37698 letters and 37698 public comments, Governor Mills is pushing ahead anyway. Independent experts warn that rezoning will cost the community an estimated $8M over the next decade. Independent experts warn that rezoning will cost the community an estimated $8M over the next decade. Independent experts warn that rezoning will cost the community an estimated $8M over the next decade. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. We have 52 days before the final decision is made. Your signature today could change everything.",Sign to Tell Minister Davies: We Say No to school closures,9371,1005,10.73,paid,climate,9,2025-07-10,True,False
CAMP-2023-083,Citizens Against the bypass road,"This is not about policy — it's about Minister Davies choosing corporate interests over our families. This is not the first time Director Walsh has ignored our community. In 2019, a similar proposal was stopped by grassroots action — just like this. Independent experts warn that the bypass road will cost the community an estimated $20M over the next decade. This is not the first time Director Walsh has ignored our community. In 2019, a similar proposal was stopped by grassroots action — just like this.",Tell City Council: our coastline Belongs to the Community,7884,1128,14.31,organic,food_security,18,2025-02-16,False,False
CAMP-2023-084,Only 7 Days Left to Stop deforestation,"Minister Davies has ignored our community for the last time. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. Our children will inherit the consequences of this decision. Let's make sure they inherit our coastline — not rezoning. Our children will inherit the consequences of this decision. Let's make sure they inherit our coastline — not rezoning. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same.",Sign the Petition,5194,263,5.08,social,climate,36,2026-02-18,True,False
CAMP-2023-085,10716 Families Will Lose Their Homes. We Must Act.,"The proposed demolish plan would affect the green belt in the following ways. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. Independent experts warn that the new dam will cost the community an estimated $13M over the next decade. The impact on local families would be severe. 4542 residents have already signed a community letter — but Mayor Chen has not responded. Our children will inherit the consequences of this decision. Let's make sure they inherit the community center — not budget cuts.",Sign Now,5155,25,0.5,paid,civil_rights,35,2024-12-13,False,False
CAMP-2023-086,30717 Families Will Lose Their Homes. We Must Act.,"Despite 18893 letters and 18893 public comments, Councillor Park is pushing ahead anyway. The impact on local families would be severe. 4079 residents have already signed a community letter — but City Council has not responded. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. We have 54 days before the final decision is made. Your signature today could change everything. Independent experts warn that budget cuts will cost the community an estimated $1M over the next decade. This is not the first time Planning Board has ignored our community. In 2023, a similar proposal was stopped by grassroots action — just like this.",Add Your Name,1797,381,21.25,email,civil_rights,34,2026-01-02,True,False
CAMP-2023-087,Only 7 Days Left to Stop budget cuts,"Right now, Councillor Park is moving forward with a plan that will destroy our river forever. The impact on local families would be severe. 2850 residents have already signed a community letter — but Planning Board has not responded. Independent experts warn that budget cuts will cost the community an estimated $16M over the next decade. The impact on local families would be severe. 2850 residents have already signed a community letter — but Planning Board has not responded. We have 28 days before the final decision is made. Your signature today could change everything.",Tell City Council: the park Belongs to the Community,14287,2324,16.27,organic,housing,23,2025-09-21,True,False
CAMP-2023-088,Support the urban forest Conservation,"Director Walsh has ignored our community for the last time. We have 5 days before the final decision is made. Your signature today could change everything. The impact on local families would be severe. 2311 residents have already signed a community letter — but Governor Mills has not responded. Independent experts warn that rate hikes will cost the community an estimated $8M over the next decade. Independent experts warn that rate hikes will cost the community an estimated $8M over the next decade. This is not the first time Mayor Chen has ignored our community. In 2010, a similar proposal was stopped by grassroots action — just like this.",Add Your Name,13467,2553,18.96,email,food_security,13,2025-12-24,True,False
CAMP-2023-089,Demand Director Walsh Protect the park from school closures,"Every signature sends a message: public schools is worth fighting for. Our children will inherit the consequences of this decision. Let's make sure they inherit the green belt — not school closures. The impact on local families would be severe. 55 residents have already signed a community letter — but Planning Board has not responded. Our children will inherit the consequences of this decision. Let's make sure they inherit the green belt — not school closures. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. This is not the first time Director Walsh has ignored our community. In 2024, a similar proposal was stopped by grassroots action — just like this.",Sign the Petition,11000,1428,12.99,organic,healthcare,27,2024-04-22,True,False
CAMP-2023-090,Governor Mills Must Resign After last month's vote,"We are calling on Mayor Chen to reconsider the recent decision regarding the urban forest. Independent experts warn that rezoning will cost the community an estimated $17M over the next decade. Independent experts warn that rezoning will cost the community an estimated $17M over the next decade. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. Our children will inherit the consequences of this decision. Let's make sure they inherit the green belt — not rate hikes. Independent experts warn that rezoning will cost the community an estimated $17M over the next decade.",Tell City Council: our river Belongs to the Community,7079,351,4.97,social,housing,39,2025-06-07,False,False
CAMP-2023-091,Should City Council Be Allowed to expand Our our coastline?,"This petition addresses the impact of privatize on our river. We have 34 days before the final decision is made. Your signature today could change everything. We have 34 days before the final decision is made. Your signature today could change everything. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. Independent experts warn that deforestation will cost the community an estimated $2M over the next decade. Independent experts warn that deforestation will cost the community an estimated $2M over the next decade.",We Are 26123 Strong — Will You Join?,3332,91,2.75,paid,housing,38,2026-02-21,True,False
CAMP-2023-092,Support the urban forest Conservation,"Mayor Chen has ignored our community for the last time. The impact on local families would be severe. 1262 residents have already signed a community letter — but Councillor Park has not responded. This is not the first time Mayor Chen has ignored our community. In 1972, a similar proposal was stopped by grassroots action — just like this. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. This is not the first time Mayor Chen has ignored our community. In 1972, a similar proposal was stopped by grassroots action — just like this. Our children will inherit the consequences of this decision. Let's make sure they inherit the urban forest — not budget cuts.",Sign the Petition,10592,1740,16.43,email,civil_rights,54,2025-03-24,True,False
CAMP-2023-093,44123 Families Will Lose Their Homes. We Must Act.,"Together, we can stop school closures and protect public schools for future generations. We have 24 days before the final decision is made. Your signature today could change everything. Independent experts warn that school closures will cost the community an estimated $4M over the next decade. Our children will inherit the consequences of this decision. Let's make sure they inherit the park — not the new dam. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. Independent experts warn that school closures will cost the community an estimated $4M over the next decade.",Add Your Name,6670,436,6.54,social,healthcare,44,2025-08-08,True,False
CAMP-2023-094,Last Chance to Stop budget cuts — Vote in 22 Days,Our the park is under immediate threat — and most people don't even know it yet. We have 36 days before the final decision is made. Your signature today could change everything. Our children will inherit the consequences of this decision. Let's make sure they inherit public schools — not the new dam. We have 36 days before the final decision is made. Your signature today could change everything. We have 36 days before the final decision is made. Your signature today could change everything. Our children will inherit the consequences of this decision. Let's make sure they inherit public schools — not the new dam.,Tell Governor Mills: Protect affordable housing,982,219,22.35,email,civil_rights,42,2025-11-01,True,True
CAMP-2023-095,URGENT: Decision on healthcare access Is 24 Days Away,"Together, we can stop budget cuts and protect public schools for future generations. We have 53 days before the final decision is made. Your signature today could change everything. This is not the first time Director Walsh has ignored our community. In 1985, a similar proposal was stopped by grassroots action — just like this. Our children will inherit the consequences of this decision. Let's make sure they inherit the urban forest — not rate hikes. Our children will inherit the consequences of this decision. Let's make sure they inherit the urban forest — not rate hikes. Our children will inherit the consequences of this decision. Let's make sure they inherit the urban forest — not rate hikes.",Take Action,10270,2136,20.81,email,transit,21,2025-07-16,True,False
CAMP-2023-096,Tell Director Walsh to Stop deforestation Now,"Together, we can stop toxic dumping and protect the park for future generations. This is not the first time Mayor Chen has ignored our community. In 2014, a similar proposal was stopped by grassroots action — just like this. The impact on local families would be severe. 392 residents have already signed a community letter — but Planning Board has not responded. Independent experts warn that school closures will cost the community an estimated $13M over the next decade. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same.",Add Your Name,8970,1759,19.62,email,transit,16,2025-02-09,True,False
CAMP-2023-097,Only 13 Days Left to Stop deforestation,"Our the urban forest is under immediate threat — and most people don't even know it yet. We have 16 days before the final decision is made. Your signature today could change everything. Our children will inherit the consequences of this decision. Let's make sure they inherit the urban forest — not budget cuts. This is not the first time Mayor Chen has ignored our community. In 1998, a similar proposal was stopped by grassroots action — just like this. We have 16 days before the final decision is made. Your signature today could change everything. Our children will inherit the consequences of this decision. Let's make sure they inherit the urban forest — not budget cuts.",Tell Minister Davies: the community center Belongs to the Community,8669,903,10.42,social,transit,41,2026-02-11,False,False
CAMP-2023-098,Save Our the park,"Communities like ours have won before. With your signature, we can win again. We have 28 days before the final decision is made. Your signature today could change everything. We have 28 days before the final decision is made. Your signature today could change everything. This is not the first time Mayor Chen has ignored our community. In 2021, a similar proposal was stopped by grassroots action — just like this. The impact on local families would be severe. 4923 residents have already signed a community letter — but Councillor Park has not responded. This is not the first time Mayor Chen has ignored our community. In 2021, a similar proposal was stopped by grassroots action — just like this.",Demand Minister Davies Reverse This Decision Now,9166,473,5.16,social,housing,12,2025-01-05,True,True
CAMP-2023-099,Only 21 Days Left to Stop rate hikes,"Together, we can stop rate hikes and protect our river for future generations. Our children will inherit the consequences of this decision. Let's make sure they inherit our river — not deforestation. We have 24 days before the final decision is made. Your signature today could change everything. We have 24 days before the final decision is made. Your signature today could change everything. This is not the first time Director Walsh has ignored our community. In 1977, a similar proposal was stopped by grassroots action — just like this.",Join the Fight,14161,1084,7.66,organic,environment,28,2024-08-24,True,False
CAMP-2023-100,Final Call: Protect public schools Before March 04,"Despite 46620 letters and 46620 public comments, Councillor Park is pushing ahead anyway. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. We have 28 days before the final decision is made. Your signature today could change everything. Independent experts warn that the bypass road will cost the community an estimated $8M over the next decade. The impact on local families would be severe. 3440 residents have already signed a community letter — but Governor Mills has not responded.",Add Your Voice to 23273 Others,7770,2578,33.19,email,environment,39,2025-08-28,True,True
CAMP-2023-101,Tell the Planning Commission: our coastline Is Not for Sale,"Together, we can stop the bypass road and protect our river for future generations. Our children will inherit the consequences of this decision. Let's make sure they inherit our coastline — not the bypass road. The impact on local families would be severe. 1769 residents have already signed a community letter — but Director Walsh has not responded. We have 23 days before the final decision is made. Your signature today could change everything. Independent experts warn that rezoning will cost the community an estimated $7M over the next decade. Independent experts warn that rezoning will cost the community an estimated $7M over the next decade.",Deadline: February 02. Sign Today.,4940,639,12.95,social,education,16,2024-12-25,True,False
CAMP-2023-102,Final Call: Protect the community center Before January 06,"Together, we can stop the bypass road and protect public schools for future generations. Independent experts warn that rezoning will cost the community an estimated $5M over the next decade. Our children will inherit the consequences of this decision. Let's make sure they inherit our coastline — not rate hikes. Our children will inherit the consequences of this decision. Let's make sure they inherit our coastline — not rate hikes. We have 60 days before the final decision is made. Your signature today could change everything. We have 60 days before the final decision is made. Your signature today could change everything.",Sign the Petition,5124,309,6.04,social,food_security,56,2025-08-15,True,True
CAMP-2023-103,How Long Will We Let Councillor Park Destroy the urban forest?,"We are calling on Minister Davies to reconsider the recent decision regarding the community center. This is not the first time Governor Mills has ignored our community. In 1972, a similar proposal was stopped by grassroots action — just like this. Our children will inherit the consequences of this decision. Let's make sure they inherit the urban forest — not school closures. Our children will inherit the consequences of this decision. Let's make sure they inherit the urban forest — not school closures. The impact on local families would be severe. 3697 residents have already signed a community letter — but Councillor Park has not responded. The impact on local families would be severe. 3697 residents have already signed a community letter — but Councillor Park has not responded.",Join the Fight,5275,264,5.02,organic,healthcare,31,2026-01-10,True,False
CAMP-2023-104,47141 Children Affected — And Minister Davies Is Silent,"If we do nothing, rate hikes will devastate the urban forest within 16 days. Independent experts warn that toxic dumping will cost the community an estimated $7M over the next decade. We have 40 days before the final decision is made. Your signature today could change everything. Our children will inherit the consequences of this decision. Let's make sure they inherit our coastline — not rate hikes. Independent experts warn that toxic dumping will cost the community an estimated $7M over the next decade. Independent experts warn that toxic dumping will cost the community an estimated $7M over the next decade.",Take Action,2724,504,18.52,organic,climate,12,2024-06-05,True,True
